Timestamp, 0Pitch,0Yaw,0Roll,0DirectionX,0DirectionY,0DirectionZ,0ArmDirectionX,0ArmDirectionY, 0ArmDirectionZ,0PalmNormalX,0PalmNormalY,0PalmNormalZ,0HandVelocityX,0HandVelocityY,0HandVelocityZ,0PalmPositionX,0PalmPositionY,0PalmPositionZ,0WristPositionX,0WristPositionY,0WristPositionZ,0ThumbMetaPrevX,0ThumbMetaPrevY, 0ThumbMetaPrevZ,0ThumbMetaNextX,0ThumbMetaNextY, 0ThumbMetaNextZ,0ThumbProxNextX,0ThumbProxNextY, 0ThumbProxNextZ,0ThumbInterNextX,0ThumbInterNextY, 0ThumbInterNextZ,0ThumbDistNextX,0ThumbDistNextY, 0ThumbDistNextZ,0IndexMetaPrevX,0IndexMetaPrevY, 0IndexMetaPrevZ,0IndexMetaNextX,0IndexMetaNextY, 0IndexMetaNextZ,0IndexProxNextX,0IndexProxNextY, 0IndexProxNextZ,0IndexInterNextX,0IndexInterNextY, 0IndexInterNextZ,0IndexDistNextX,0IndexDistNextY, 0IndexDistNextZ,0MiddleMetaPrevX,0MiddleMetaPrevY, 0MiddleMetaPrevZ,0MiddleMetaNextX,0MiddleMetaNextY, 0MiddleMetaNextZ,0MiddleProxNextX,0MiddleProxNextY, 0MiddleProxNextZ,0MiddleInterNextX,0MiddleInterNextY, 0MiddleInterNextZ,0MiddleDistNextX,0MiddleDistNextY, 0MiddleDistNextZ,0RingMetaPrevX,0MiddleMetaPrevY, 0MiddleMetaPrevZ,0RingMetaNextX,0RingMetaNextY, 0RingMetaNextZ,0RingProxNextX,0RingProxNextY, 0RingProxNextZ,0RingInterNextX,0RingInterNextY, 0RingInterNextZ,0RingDistNextX,0RingDistNextY, 0RingDistNextZ,0PinkyMetaPrevX,0PinkyMetaPrevY, 0PinkyMetaPrevZ,0PinkyMetaNextX,0PinkyMetaNextY, 0PinkyMetaNextZ,0PinkyProxNextX,0PinkyProxNextY, 0PinkyProxNextZ,0PinkyInterNextX,0PinkyInterNextY, 0PinkyInterNextZ,0PinkyDistNextX,0PinkyDistNextY, 0PinkyDistNextZ,ActivityClass
06.52.06.916782,1.552391,1.56646,0.2274327,0.964606,-0.16814,-0.203137,0.917261,0.338449,-0.209964,0.165385,-0.714599,-0.679704,-2.05095,-4.3329,3.27402,77.1198,198.184,94.6574,4.70074,177.736,105.71,19.652,193.434,78.1301,19.652,193.434,78.1301,55.9123,215.32,53.0389,85.6242,218.414,39.0775,101.459,218.61,32.2833,27.4675,205.865,95.2609,96.9398,222.536,78.629,139.088,221.656,73.5177,161.974,217.667,68.6981,172.623,211.914,64.3151,31.9441,199.59,104.96,100.256,209.34,96.1495,146.718,208.425,91.3543,171.919,202.553,82.4036,182.8,197.471,75.5356,34.8164,190.312,111.832,97.2184,192.738,110.833,139.331,191.342,108.099,163.127,184.743,100.677,173.727,179.184,94.7466,35.039,176.442,114.396,92.4555,174.885,120.999,124.485,173.256,127.17,137.629,167.218,117.376,147.39,163.36,111.554,drop
06.52.06.931742,1.5553,1.567152,0.2276941,0.901513,0.0947616,-0.42225,0.917493,0.338805,-0.208372,0.165915,-0.716038,-0.678058,0.312944,0.254609,3.97605,77.1128,198.158,94.7278,4.67542,177.747,105.724,19.6776,193.415,78.1354,19.6776,193.415,78.1354,55.9359,215.213,52.9525,85.6716,218.338,39.0249,101.532,218.522,32.2725,27.468,205.848,95.2534,96.9658,222.459,78.669,139.138,221.554,73.5404,162.043,217.534,68.7295,172.71,211.767,64.3712,31.9205,199.611,104.971,100.246,209.317,96.2204,146.716,208.392,91.4058,171.933,202.532,82.4812,182.854,197.477,75.6545,34.7893,190.344,111.869,97.1933,192.745,110.939,139.324,191.4,108.223,163.171,184.855,100.885,173.846,179.343,95.0353,35.0059,176.47,114.461,92.4141,174.906,121.135,124.449,173.366,127.355,137.597,167.346,117.543,147.359,163.502,111.71,drop
06.52.06.946702,1.556322,1.567392,0.2279587,0.901409,0.0951734,-0.42238,0.917431,0.339326,-0.207793,0.166492,-0.717664,-0.676194,0.921081,4.3757,7.80099,77.1208,198.196,94.7956,4.67781,177.798,105.776,19.7034,193.424,78.1555,19.7034,193.424,78.1555,55.9508,215.163,52.8991,85.6889,218.303,38.9646,101.56,218.469,32.2249,27.4784,205.878,95.2607,96.9889,222.452,78.6924,139.179,221.551,73.5668,162.088,217.482,68.7464,172.76,211.699,64.3994,31.9183,199.675,104.996,100.251,209.364,96.2775,146.73,208.44,91.4729,171.942,202.542,82.5434,182.871,197.474,75.7345,34.7876,190.425,111.921,97.1923,192.827,111.035,139.339,191.504,108.342,163.204,184.953,101.034,173.911,179.453,95.224,35.0041,176.554,114.549,92.4069,175.009,121.272,124.45,173.517,127.512,137.625,167.493,117.73,147.404,163.65,111.918,drop
06.52.06.960664,1.554828,1.567049,0.227178,0.901143,0.0957401,-0.422817,0.917071,0.340929,-0.206758,0.166498,-0.720244,-0.673444,1.11167,2.11625,4.3414,77.1257,198.265,94.8933,4.67399,177.913,105.891,19.7057,193.471,78.2158,19.7057,193.471,78.2158,55.9394,215.083,52.8225,85.6756,218.243,38.8702,101.562,218.373,32.1521,27.4936,205.964,95.3042,97.0209,222.443,78.7113,139.225,221.503,73.5189,162.123,217.334,68.6465,172.799,211.53,64.3083,31.9175,199.808,105.062,100.259,209.431,96.3432,146.742,208.456,91.4963,171.915,202.462,82.5113,182.825,197.355,75.7018,34.7871,190.581,112.023,97.1933,192.949,111.162,139.352,191.587,108.428,163.239,185.031,101.164,173.984,179.54,95.408,34.9944,176.72,114.709,92.3929,175.171,121.468,124.448,173.688,127.667,137.713,167.684,117.997,147.549,163.86,112.263,drop
06.52.06.976621,1.551218,1.566224,0.2253695,0.900688,0.0962514,-0.423671,0.916482,0.342776,-0.206314,0.165479,-0.721783,-0.672046,-1.32677,3.34811,5.786,77.1036,198.311,94.9896,4.64277,178.023,106.038,19.6577,193.544,78.3202,19.6577,193.544,78.3202,55.8768,215.038,52.8013,85.6021,218.215,38.8189,101.497,218.318,32.1101,27.4849,206.061,95.4041,97.0241,222.431,78.7534,139.227,221.423,73.4854,162.098,217.134,68.5492,172.759,211.295,64.207,31.9004,199.926,105.171,100.249,209.457,96.4094,146.725,208.418,91.5049,171.831,202.283,82.4329,182.7,197.112,75.6119,34.7662,190.709,112.152,97.1747,193.008,111.263,139.334,191.591,108.485,163.209,184.987,101.221,173.969,179.492,95.4977,34.962,176.847,114.862,92.3612,175.25,121.604,124.426,173.779,127.785,137.732,167.752,118.181,147.595,163.913,112.495,drop
06.52.06.991582,1.54681,1.565224,0.2233032,0.900406,0.0965714,-0.424197,0.916191,0.343692,-0.206085,0.164004,-0.722198,-0.671962,-3.77697,5.15056,9.55263,77.0709,198.355,95.0725,4.60164,178.134,106.182,19.5989,193.643,78.4469,19.5989,193.643,78.4469,55.8182,215.045,52.8502,85.5348,218.232,38.8501,101.433,218.318,32.1488,27.4601,206.166,95.5315,97.0032,222.449,78.8112,139.195,221.406,73.5019,162.04,217.052,68.5262,172.685,211.192,64.178,31.8785,200.027,105.297,100.231,209.475,96.4689,146.699,208.417,91.5422,171.754,202.196,82.4012,182.594,196.99,75.5652,34.7404,190.809,112.279,97.1507,193.034,111.332,139.304,191.583,108.527,163.165,184.956,101.248,173.918,179.455,95.5247,34.9252,176.943,114.987,92.3287,175.28,121.677,124.398,173.794,127.849,137.72,167.758,118.269,147.594,163.914,112.6,drop
06.52.07.007542,1.543108,1.564387,0.2217395,0.900076,0.0978684,-0.4246,0.916019,0.343951,-0.206414,0.162717,-0.721755,-0.672751,-2.40103,6.01475,10.4676,77.0501,198.407,95.1629,4.57827,178.227,106.327,19.5532,193.753,78.5774,19.5532,193.753,78.5774,55.7725,215.1,52.9335,85.4803,218.331,38.9192,101.38,218.435,32.2169,27.4454,206.257,95.6816,96.9844,222.497,78.9031,139.177,221.472,73.5986,162.011,217.086,68.6042,172.626,211.188,64.2363,31.8711,200.107,105.437,100.222,209.506,96.5459,146.694,208.464,91.6183,171.72,202.188,82.4254,182.528,196.949,75.5647,34.7327,190.881,112.407,97.1437,193.056,111.397,139.299,191.581,108.586,163.147,184.94,101.278,173.902,179.449,95.546,34.9109,177.012,115.099,92.3199,175.297,121.728,124.394,173.763,127.884,137.737,167.737,118.322,147.623,163.899,112.667,drop
06.52.07.022499,1.532824,1.562067,0.2181518,0.899747,0.0994572,-0.424928,0.915904,0.343383,-0.207863,0.160277,-0.723014,-0.671984,4.21178,9.30711,18.873,77.1104,198.625,95.5702,4.63255,178.561,106.898,19.5668,194.013,79.0833,19.5668,194.013,79.0833,55.8233,215.094,53.2718,85.5223,218.377,39.2457,101.433,218.502,32.5628,27.5186,206.554,96.1783,97.0492,222.662,79.2381,139.237,221.622,73.9665,162.034,217.109,68.9501,172.603,211.137,64.5886,31.9529,200.411,105.938,100.3,209.692,96.8979,146.776,208.691,92.078,171.695,202.191,82.7752,182.409,196.824,75.8796,34.8113,191.195,112.919,97.2235,193.273,111.782,139.37,191.799,109.019,163.178,185.074,101.695,173.97,179.608,96.0307,34.9842,177.309,115.599,92.4035,175.516,122.117,124.471,174.025,128.365,137.896,167.977,118.924,147.832,164.128,113.355,drop
06.52.07.038456,1.530535,1.561547,0.2176249,0.900699,0.0990949,-0.422991,0.916163,0.342383,-0.208372,0.160828,-0.727313,-0.667196,5.39395,11.0205,18.9331,77.2008,198.786,95.887,4.71015,178.798,107.265,19.6679,194.056,79.3929,19.6679,194.056,79.3929,56.0125,214.858,53.4803,85.7427,218.129,39.5182,101.687,218.207,32.9124,27.6206,206.721,96.4023,97.1691,222.713,79.4254,139.371,221.663,74.1702,162.151,217.022,69.1414,172.713,210.999,64.8133,32.0326,200.649,106.206,100.389,209.864,97.1716,146.878,208.891,92.4813,171.724,202.173,83.1373,182.362,196.666,76.2371,34.8808,191.479,113.25,97.2943,193.542,112.159,139.447,192.109,109.5,163.258,185.319,102.255,174.12,179.873,96.7144,35.0545,177.593,115.992,92.4673,175.834,122.576,124.514,174.442,128.972,138.081,168.417,119.721,148.107,164.593,114.287,drop
06.52.07.054415,1.52924,1.561257,0.2172799,0.90132,0.0980039,-0.421922,0.916264,0.342116,-0.208367,0.161221,-0.730283,-0.663848,6.55356,14.4344,18.9716,77.2588,198.914,96.0549,4.75878,178.977,107.459,19.7398,194.116,79.5476,19.7398,194.116,79.5476,56.1191,214.77,53.567,85.8694,218.005,39.6404,101.831,218.046,33.077,27.6829,206.856,96.4999,97.2457,222.763,79.5029,139.454,221.688,74.2644,162.208,216.927,69.2148,172.755,210.862,64.9036,32.0817,200.829,106.333,100.446,209.995,97.3074,146.938,208.999,92.6836,171.729,202.151,83.2975,182.316,196.571,76.3824,34.9221,191.69,113.419,97.3367,193.741,112.365,139.484,192.289,109.737,163.29,185.454,102.535,174.196,180.027,97.073,35.0943,177.815,116.22,92.5022,176.078,122.853,124.539,174.701,129.29,138.145,168.678,120.099,148.195,164.86,114.706,drop
06.52.07.069375,1.527394,1.560838,0.216928,0.901837,0.0966223,-0.421134,0.916415,0.341868,-0.208108,0.161991,-0.735001,-0.658431,3.66992,16.0913,19.4367,77.3124,199.163,96.3889,4.79974,179.297,107.83,19.8047,194.238,79.865,19.8047,194.238,79.865,56.2109,214.704,53.7757,85.9769,217.893,39.8758,101.956,217.889,33.3555,27.746,207.109,96.7225,97.3302,222.892,79.6972,139.546,221.798,74.4522,162.253,216.831,69.3535,172.755,210.663,65.0591,32.1239,201.156,106.602,100.5,210.255,97.5942,147.003,209.248,93.0868,171.684,202.135,83.6038,182.141,196.382,76.6356,34.953,192.068,113.756,97.3689,194.109,112.763,139.521,192.656,110.218,163.309,185.725,103.06,174.304,180.35,97.7357,35.1234,178.208,116.642,92.5231,176.516,123.358,124.542,175.162,129.897,138.271,169.18,120.867,148.399,165.399,115.586,drop
06.52.07.084334,1.526907,1.560707,0.217308,0.902278,0.0952733,-0.420497,0.916651,0.341257,-0.208073,0.162993,-0.738212,-0.654581,2.54082,15.2603,17.8724,77.3607,199.435,96.6778,4.84427,179.594,108.135,19.8372,194.383,80.1471,19.8372,194.383,80.1471,56.24,214.779,54.0114,86.0121,217.923,40.1364,102.004,217.845,33.6627,27.7969,207.367,96.9295,97.3913,223.096,79.8962,139.587,221.982,74.5826,162.237,216.863,69.4144,172.7,210.638,65.1242,32.1677,201.458,106.841,100.549,210.543,97.8577,147.057,209.551,93.4143,171.636,202.236,83.8228,181.986,196.356,76.8014,34.988,192.408,114.043,97.4039,194.472,113.103,139.555,193.025,110.603,163.329,186.032,103.475,174.42,180.733,98.2823,35.1626,178.56,116.99,92.5562,176.929,123.772,124.563,175.585,130.384,138.39,169.643,121.474,148.579,165.896,116.278,drop
06.52.07.099800,1.526701,1.560614,0.2183196,0.902093,0.0925925,-0.421491,0.91691,0.340669,-0.207896,0.164534,-0.741628,-0.65032,-0.685749,11.496,12.6659,77.3722,199.677,96.918,4.86043,179.828,108.389,19.8358,194.455,80.3782,19.8358,194.455,80.3782,56.2164,214.856,54.2301,85.9712,217.91,40.3276,101.953,217.74,33.8543,27.8055,207.566,97.0769,97.4035,223.274,80.0389,139.582,222.167,74.6907,162.173,216.906,69.4531,172.579,210.608,65.1458,32.1745,201.704,107.022,100.556,210.812,98.0692,147.074,209.828,93.6921,171.57,202.338,84.0139,181.803,196.329,76.9273,34.9884,192.697,114.273,97.4032,194.821,113.395,139.554,193.36,110.94,163.296,186.267,103.815,174.492,181.061,98.7666,35.1753,178.873,117.299,92.5625,177.338,124.158,124.57,175.969,130.791,138.474,170.039,121.982,148.713,166.307,116.856,drop
06.52.07.115757,1.528084,1.560887,0.2195697,0.90173,0.0918945,-0.42242,0.916867,0.340492,-0.208374,0.165482,-0.741516,-0.650208,-3.73857,3.44217,5.51599,77.3341,199.758,97.0169,4.83651,179.847,108.476,19.789,194.451,80.4912,19.789,194.451,80.4912,56.1618,215.001,54.4631,85.8945,218.031,40.5346,101.86,217.808,34.0425,27.7579,207.607,97.17,97.3449,223.385,80.1513,139.507,222.325,74.8297,162.057,217.014,69.5468,172.372,210.63,65.1791,32.1417,201.732,107.111,100.517,210.909,98.1774,147.047,209.948,93.8424,171.518,202.408,84.1217,181.666,196.326,76.9669,34.9536,192.725,114.354,97.3665,194.913,113.494,139.519,193.409,111.085,163.205,186.219,103.87,174.459,181.089,98.8763,35.1552,178.918,117.395,92.5419,177.443,124.27,124.567,175.94,130.849,138.518,170.031,122.084,148.788,166.313,116.99,drop
06.52.07.130717,1.528885,1.561035,0.2205637,0.901325,0.0915172,-0.423365,0.91627,0.341349,-0.209595,0.166137,-0.740984,-0.650647,-2.76889,0.949361,1.8837,77.2865,199.791,97.0648,4.8079,179.811,108.527,19.7182,194.424,80.5671,19.7182,194.424,80.5671,56.072,215.116,54.6426,85.7794,218.132,40.6886,101.722,217.897,34.1649,27.7026,207.608,97.231,97.276,223.457,80.2224,139.42,222.447,74.9123,161.94,217.12,69.5965,172.189,210.682,65.1826,32.1033,201.714,107.163,100.471,210.956,98.2361,147.012,210.023,93.9314,171.476,202.465,84.1857,181.587,196.352,76.9967,34.9151,192.702,114.393,97.3261,194.945,113.536,139.484,193.414,111.158,163.113,186.125,103.842,174.399,181.042,98.8742,35.1333,178.907,117.441,92.5212,177.478,124.316,124.577,175.863,130.822,138.575,169.951,122.1,148.82,166.184,116.963,drop
06.52.07.146675,1.528642,1.560969,0.2207052,0.901089,0.0916521,-0.423839,0.915829,0.342001,-0.21046,0.166188,-0.740721,-0.650934,-3.92125,-1.86694,1.82365,77.2524,199.775,97.0806,4.782,179.772,108.556,19.6747,194.387,80.6059,19.6747,194.387,80.6059,56.0371,215.122,54.7346,85.7315,218.142,40.7674,101.664,217.908,34.2279,27.6663,207.589,97.262,97.234,223.457,80.2488,139.37,222.461,74.9364,161.882,217.141,69.6116,172.122,210.703,65.1882,32.0758,201.683,107.188,100.44,210.941,98.254,146.99,210.014,93.9694,171.463,202.459,84.2289,181.574,196.343,77.0353,34.8868,192.666,114.41,97.2972,194.922,113.544,139.461,193.367,111.184,163.071,186.043,103.83,174.359,180.966,98.858,35.1098,178.876,117.459,92.499,177.456,124.325,124.572,175.767,130.78,138.63,169.876,122.126,148.776,166.047,116.824,drop
06.52.07.160637,1.52669,1.560512,0.2203624,0.900629,0.0922041,-0.424695,0.915045,0.342942,-0.212327,0.166016,-0.741141,-0.650499,-1.41274,-1.25241,-1.38378,77.2168,199.742,97.0707,4.756,179.731,108.596,19.6156,194.32,80.6391,19.6156,194.32,80.6391,55.9799,215.119,54.8342,85.6507,218.157,40.8428,101.569,217.911,34.2873,27.6289,207.563,97.2695,97.1908,223.423,80.2247,139.32,222.453,74.9607,161.825,217.14,69.6476,172.034,210.677,65.2118,32.0537,201.65,107.193,100.415,210.904,98.2317,146.984,209.961,93.9976,171.476,202.39,84.2897,181.599,196.263,77.1105,34.8613,192.633,114.411,97.2714,194.89,113.525,139.446,193.274,111.194,163.025,185.874,103.785,174.297,180.772,98.7909,35.0905,178.857,117.487,92.4818,177.443,124.337,124.597,175.634,130.669,138.773,169.754,122.165,148.694,165.774,116.519,drop
06.52.07.175597,1.526593,1.560484,0.2204496,0.900271,0.0944983,-0.424949,0.914392,0.343613,-0.214051,0.166028,-0.740894,-0.650777,-1.58898,-2.19378,-1.61484,77.1748,199.711,97.043,4.72161,179.682,108.588,19.555,194.281,80.6157,19.555,194.281,80.6157,55.9156,215.142,54.8608,85.5715,218.255,40.8625,101.49,218.016,34.3112,27.5848,207.531,97.2553,97.1431,223.405,80.2084,139.274,222.473,74.9903,161.785,217.189,69.6947,171.963,210.694,65.2396,32.0213,201.607,107.17,100.38,210.873,98.2047,146.969,209.914,93.9855,171.487,202.348,84.305,181.626,196.218,77.1355,34.8293,192.584,114.378,97.239,194.848,113.486,139.429,193.176,111.161,162.987,185.722,103.692,174.228,180.584,98.6487,35.0639,178.821,117.472,92.4561,177.411,124.315,124.616,175.471,130.497,138.899,169.601,122.128,148.578,165.473,116.135,drop
06.52.07.192059,1.526144,1.56041,0.2197393,0.899398,0.096813,-0.426276,0.913849,0.344385,-0.215127,0.165512,-0.741056,-0.650724,0.733209,-0.503136,-4.24026,77.1742,199.684,96.9744,4.71471,179.688,108.536,19.5424,194.292,80.5359,19.5424,194.292,80.5359,55.8973,215.125,54.7518,85.524,218.314,40.71,101.44,218.08,34.1511,27.5878,207.536,97.1913,97.1554,223.363,80.1392,139.291,222.422,74.921,161.801,217.125,69.6191,171.97,210.618,65.156,32.0271,201.608,107.101,100.392,210.828,98.131,146.995,209.819,93.9051,171.516,202.214,84.2277,181.653,196.062,77.0611,34.8317,192.579,114.305,97.2428,194.803,113.409,139.45,193.063,111.087,162.979,185.528,103.56,174.164,180.314,98.4489,35.0625,178.829,117.421,92.4542,177.383,124.261,124.654,175.321,130.315,139.011,169.416,122.05,148.483,165.148,115.79,drop
06.52.07.208017,1.526968,1.560611,0.2196858,0.898508,0.0989326,-0.427662,0.913656,0.344788,-0.215301,0.165302,-0.740304,-0.651633,-0.830618,-3.00413,-6.34689,77.167,199.658,96.9193,4.70606,179.659,108.469,19.5335,194.304,80.4592,19.5335,194.304,80.4592,55.8605,215.146,54.6405,85.4601,218.405,40.552,101.372,218.18,33.9794,27.5819,207.517,97.1498,97.1515,223.35,80.1113,139.299,222.422,74.9093,161.812,217.116,69.5971,171.964,210.591,65.1129,32.0231,201.579,107.049,100.389,210.796,98.085,147.005,209.766,93.8495,171.525,202.143,84.1571,181.648,195.974,76.9745,34.8281,192.54,114.24,97.2396,194.751,113.342,139.457,192.977,111.023,162.965,185.394,103.445,174.106,180.13,98.2793,35.0591,178.792,117.35,92.4511,177.325,124.183,124.672,175.204,130.176,139.042,169.261,121.934,148.412,164.919,115.556,drop
06.52.07.223974,1.530424,1.561419,0.2202111,0.896943,0.103247,-0.429923,0.913042,0.346172,-0.215683,0.165307,-0.738502,-0.653673,-2.5626,-3.56759,-11.3791,77.1418,199.609,96.7302,4.68148,179.578,108.229,19.506,194.327,80.1979,19.506,194.327,80.1979,55.8123,215.105,54.2873,85.3687,218.507,40.1204,101.281,218.32,33.5281,27.5567,207.467,96.9737,97.1312,223.338,79.9906,139.304,222.432,74.8152,161.826,217.101,69.4923,171.972,210.56,64.9911,31.9999,201.51,106.852,100.368,210.742,97.9242,147.009,209.679,93.6564,171.531,202.014,83.948,181.628,195.803,76.7433,34.8096,192.446,114.015,97.2215,194.652,113.133,139.467,192.831,110.801,162.928,185.146,103.102,173.953,179.753,97.7917,35.0466,178.699,117.114,92.4372,177.206,123.952,124.718,175.008,129.789,139.111,168.98,121.583,148.299,164.494,114.997,drop
06.52.07.239932,1.535649,1.562614,0.2216949,0.895434,0.107282,-0.432074,0.911975,0.348929,-0.215756,0.165669,-0.734999,-0.657518,-2.25511,-8.57533,-17.7813,77.1038,199.504,96.4578,4.66043,179.362,107.873,19.4716,194.294,79.8486,19.4716,194.294,79.8486,55.7663,215.048,53.8914,85.2818,218.584,39.6492,101.187,218.46,33.0195,27.5115,207.329,96.7429,97.0776,223.324,79.8417,139.271,222.436,74.6771,161.819,217.153,69.3558,171.973,210.626,64.8295,31.9663,201.328,106.582,100.33,210.642,97.7013,146.994,209.539,93.3513,171.562,201.918,83.6623,181.665,195.702,76.4431,34.7878,192.223,113.693,97.1986,194.465,112.821,139.473,192.584,110.433,162.896,184.837,102.59,173.783,179.315,97.0954,35.0345,178.478,116.753,92.426,176.977,123.582,124.766,174.66,129.212,139.148,168.562,120.986,148.209,163.981,114.26,drop
06.52.07.254891,1.540563,1.56374,0.2231449,0.894264,0.111035,-0.433547,0.91121,0.350945,-0.215717,0.165853,-0.730877,-0.662051,-1.31355,-11.9081,-15.3547,77.0875,199.304,96.2025,4.66138,179.052,107.536,19.4708,194.183,79.5285,19.4708,194.183,79.5285,55.7428,214.938,53.5219,85.2336,218.6,39.2245,101.137,218.551,32.5629,27.4825,207.096,96.5469,97.0352,223.23,79.7233,139.242,222.353,74.537,161.827,217.156,69.2316,172.022,210.683,64.7032,31.9563,201.044,106.342,100.312,210.447,97.4987,147.002,209.33,93.0396,171.645,201.793,83.4017,181.792,195.6,76.1954,34.7929,191.892,113.396,97.2023,194.172,112.519,139.514,192.292,110.068,162.913,184.516,102.071,173.635,178.851,96.3542,35.0493,178.135,116.395,92.4437,176.624,123.198,124.842,174.274,128.663,139.197,168.12,120.372,148.175,163.479,113.549,drop
06.52.07.270848,1.545033,1.564767,0.2246184,0.893818,0.112901,-0.433985,0.910905,0.352056,-0.215196,0.166364,-0.728152,-0.66492,0.0486535,-11.6249,-11.0633,77.0714,199.077,95.9721,4.65681,178.739,107.229,19.4943,194.005,79.2394,19.4943,194.005,79.2394,55.7761,214.743,53.2136,85.2662,218.468,38.8949,101.171,218.483,32.2104,27.4513,206.832,96.3362,96.996,223.075,79.5838,139.214,222.198,74.3764,161.848,217.128,69.1207,172.099,210.72,64.6125,31.9377,200.751,106.105,100.289,210.231,97.3063,146.997,209.108,92.755,171.724,201.665,83.2064,181.93,195.495,76.0385,34.7888,191.57,113.124,97.1968,193.891,112.263,139.544,192.045,109.762,162.948,184.267,101.677,173.518,178.464,95.773,35.0506,177.804,116.084,92.4451,176.3,122.888,124.885,173.986,128.251,139.198,167.773,119.892,148.146,163.092,113.04,drop
06.52.07.286806,1.546354,1.565071,0.2250973,0.894032,0.112697,-0.433597,0.910875,0.352622,-0.214393,0.166637,-0.727741,-0.665301,-0.644425,-10.3683,-9.6915,77.0659,198.988,95.8891,4.654,178.626,107.117,19.5074,193.918,79.1365,19.5074,193.918,79.1365,55.809,214.634,53.1137,85.3106,218.353,38.8057,101.22,218.376,32.1233,27.44,206.731,96.2464,96.984,222.999,79.5151,139.203,222.126,74.2926,161.865,217.129,69.0669,172.169,210.785,64.5857,31.929,200.647,106.012,100.28,210.147,97.2303,146.992,209.035,92.6427,171.766,201.66,83.1496,182.021,195.524,76.0149,34.7855,191.462,113.027,97.1932,193.797,112.178,139.552,191.977,109.649,162.981,184.236,101.561,173.496,178.383,95.5888,35.0462,177.694,115.985,92.4399,176.198,122.798,124.89,173.913,128.123,139.204,167.707,119.755,148.167,163.035,112.913,drop
06.52.07.301766,1.549263,1.565739,0.2262601,0.894533,0.112046,-0.432732,0.911265,0.352724,-0.212558,0.167213,-0.726375,-0.666648,1.33661,-9.17979,-8.14608,77.0635,198.809,95.7418,4.65694,178.392,106.904,19.5367,193.757,78.9501,19.5367,193.757,78.9501,55.8571,214.485,52.95,85.3842,218.183,38.6662,101.304,218.206,31.9922,27.4265,206.518,96.0962,96.9646,222.858,79.4114,139.186,221.976,74.1324,161.905,217.148,68.9684,172.309,210.927,64.5362,31.9203,200.424,105.851,100.267,209.98,97.1021,146.979,208.87,92.4118,171.842,201.656,83.0061,182.202,195.619,75.9282,34.7896,191.225,112.852,97.1961,193.598,112.021,139.57,191.817,109.391,163.054,184.18,101.312,173.501,178.276,95.2415,35.0489,177.454,115.797,92.442,175.98,122.619,124.903,173.737,127.86,139.197,167.568,119.445,148.232,162.954,112.666,drop
06.52.07.317723,1.551749,1.56631,0.2273983,0.895609,0.109982,-0.431033,0.91206,0.352234,-0.209946,0.168167,-0.726734,-0.666017,0.304749,-6.46095,-5.67481,77.0719,198.682,95.6304,4.66401,178.238,106.729,19.5919,193.595,78.8085,19.5919,193.595,78.8085,55.9375,214.349,52.8578,85.5045,217.98,38.6279,101.441,217.958,31.9852,27.4225,206.36,95.9344,96.9624,222.732,79.2894,139.175,221.822,73.9619,161.938,217.139,68.8652,172.451,211.052,64.5036,31.9121,200.276,105.7,100.26,209.87,96.9949,146.955,208.784,92.2338,171.892,201.717,82.932,182.355,195.775,75.9305,34.7903,191.083,112.715,97.1959,193.496,111.929,139.572,191.803,109.228,163.122,184.279,101.215,173.547,178.35,95.1157,35.0448,177.309,115.671,92.4337,175.876,122.537,124.884,173.781,127.776,139.147,167.65,119.321,148.296,163.114,112.666,drop
06.52.07.333680,1.553116,1.566627,0.2279704,0.896303,0.106648,-0.430427,0.91304,0.351345,-0.207157,0.168798,-0.727565,-0.664948,0.266142,-2.4948,-4.15785,77.0878,198.633,95.5645,4.67226,178.193,106.615,19.6519,193.523,78.7226,19.6519,193.523,78.7226,56.0125,214.281,52.7919,85.605,217.802,38.5808,101.547,217.711,31.9498,27.427,206.3,95.8161,96.9727,222.671,79.1932,139.17,221.701,73.8388,161.953,217.107,68.7957,172.543,211.123,64.4937,31.9087,200.228,105.598,100.259,209.831,96.9239,146.918,208.747,92.1042,171.886,201.782,82.8728,182.417,195.919,75.9337,34.7898,191.047,112.635,97.1951,193.477,111.884,139.546,191.848,109.11,163.13,184.41,101.166,173.549,178.475,95.0785,35.0356,177.271,115.609,92.4206,175.863,122.512,124.834,173.921,127.773,139.02,167.804,119.252,148.311,163.36,112.781,drop
06.52.07.349638,1.554284,1.566909,0.2278137,0.896293,0.103824,-0.431137,0.914119,0.34993,-0.204782,0.168664,-0.727509,-0.665044,0.219287,-0.637961,-5.16244,77.0913,198.613,95.4875,4.65842,178.213,106.494,19.689,193.533,78.647,19.689,193.533,78.647,56.0539,214.331,52.7504,85.6483,217.759,38.5149,101.581,217.619,31.8572,27.4262,206.304,95.7204,96.9824,222.65,79.117,139.159,221.623,73.724,161.943,217.071,68.6948,172.597,211.186,64.4341,31.8985,200.225,105.509,100.255,209.802,96.8523,146.878,208.722,91.9951,171.847,201.828,82.7835,182.421,196.036,75.8775,34.777,191.043,112.551,97.1834,193.448,111.816,139.506,191.868,108.98,163.114,184.507,101.098,173.543,178.584,95.0368,35.0047,177.256,115.51,92.3876,175.824,122.427,124.752,174.011,127.751,138.87,167.915,119.18,148.337,163.586,112.943,drop
