Timestamp, 0Pitch,0Yaw,0Roll,0DirectionX,0DirectionY,0DirectionZ,0ArmDirectionX,0ArmDirectionY, 0ArmDirectionZ,0PalmNormalX,0PalmNormalY,0PalmNormalZ,0HandVelocityX,0HandVelocityY,0HandVelocityZ,0PalmPositionX,0PalmPositionY,0PalmPositionZ,0WristPositionX,0WristPositionY,0WristPositionZ,0ThumbMetaPrevX,0ThumbMetaPrevY, 0ThumbMetaPrevZ,0ThumbMetaNextX,0ThumbMetaNextY, 0ThumbMetaNextZ,0ThumbProxNextX,0ThumbProxNextY, 0ThumbProxNextZ,0ThumbInterNextX,0ThumbInterNextY, 0ThumbInterNextZ,0ThumbDistNextX,0ThumbDistNextY, 0ThumbDistNextZ,0IndexMetaPrevX,0IndexMetaPrevY, 0IndexMetaPrevZ,0IndexMetaNextX,0IndexMetaNextY, 0IndexMetaNextZ,0IndexProxNextX,0IndexProxNextY, 0IndexProxNextZ,0IndexInterNextX,0IndexInterNextY, 0IndexInterNextZ,0IndexDistNextX,0IndexDistNextY, 0IndexDistNextZ,0MiddleMetaPrevX,0MiddleMetaPrevY, 0MiddleMetaPrevZ,0MiddleMetaNextX,0MiddleMetaNextY, 0MiddleMetaNextZ,0MiddleProxNextX,0MiddleProxNextY, 0MiddleProxNextZ,0MiddleInterNextX,0MiddleInterNextY, 0MiddleInterNextZ,0MiddleDistNextX,0MiddleDistNextY, 0MiddleDistNextZ,0RingMetaPrevX,0MiddleMetaPrevY, 0MiddleMetaPrevZ,0RingMetaNextX,0RingMetaNextY, 0RingMetaNextZ,0RingProxNextX,0RingProxNextY, 0RingProxNextZ,0RingInterNextX,0RingInterNextY, 0RingInterNextZ,0RingDistNextX,0RingDistNextY, 0RingDistNextZ,0PinkyMetaPrevX,0PinkyMetaPrevY, 0PinkyMetaPrevZ,0PinkyMetaNextX,0PinkyMetaNextY, 0PinkyMetaNextZ,0PinkyProxNextX,0PinkyProxNextY, 0PinkyProxNextZ,0PinkyInterNextX,0PinkyInterNextY, 0PinkyInterNextZ,0PinkyDistNextX,0PinkyDistNextY, 0PinkyDistNextZ,ActivityClass
07.18.45.798163,2.01668,1.920852,0.2894444,0.928934,0.0544775,-0.366215,0.940199,0.19154,-0.281669,0.180643,-0.606577,0.77423,-19.0669,17.927,-1.41558,42.1935,236.381,66.9124,-18.9992,205.337,53.9847,14.2752,193.04,48.2339,14.2752,193.04,48.2339,57.5167,197.149,34.3848,86.0214,198.82,23.1473,98.7038,197.195,13.3319,13.8666,213.547,37.1292,73.1272,239.899,56.9407,96.3002,234.612,88.0617,95.9176,219.546,103.995,87.65,210.921,104.475,8.98858,220.615,44.8079,60.4078,250.861,68.8286,92.4736,257.48,97.0614,99.7041,241.099,115.558,92.0008,230.377,115.01,3.4103,225.622,52.8416,43.8634,257.249,79.2443,68.9402,279.566,100.68,83.8421,277.536,120.437,82.8454,265.232,124.881,-3.52747,225.084,63.7306,28.0563,259.056,90.2846,40.7992,281.889,107.244,49.4175,290.727,118.863,56.1465,288.637,128.306,pick
07.18.45.812125,2.013507,1.918482,0.2908781,0.928146,0.0549591,-0.368136,0.940235,0.190123,-0.282507,0.180979,-0.604533,0.775749,-26.4016,18.148,0.319636,41.9618,236.54,66.9153,-19.2443,205.475,54.1013,14.0193,193.171,48.3818,14.0193,193.171,48.3818,57.2298,197.324,34.4632,85.705,199.01,23.1689,98.334,197.35,13.2961,13.619,213.634,37.1971,72.8937,240.03,56.9064,96.1164,235.01,88.0252,95.834,220.031,104.036,87.6018,211.376,104.557,8.73787,220.714,44.8756,60.174,251.017,68.7879,92.284,258.081,96.8438,99.7316,241.947,115.463,92.0665,231.192,114.983,3.16629,225.746,52.8973,43.6378,257.438,79.1938,68.7379,279.77,100.573,83.6526,277.779,120.324,82.5369,265.442,124.668,-3.76718,225.233,63.7815,27.8354,259.272,90.2279,40.5735,282.075,107.196,49.1353,291.027,118.742,55.8766,289.163,128.209,pick
07.18.45.834066,2.009141,1.917455,0.2984785,0.92707,0.0562703,-0.370642,0.940263,0.18882,-0.283289,0.185967,-0.604436,0.774644,-27.4179,21.0146,0.700645,41.5418,236.895,66.9085,-19.583,205.619,54.219,13.7394,193.434,48.4168,13.7394,193.434,48.4168,56.9089,197.656,34.4038,85.3465,199.383,23.0344,97.9199,197.721,13.0961,13.2233,213.897,37.2382,72.4306,240.549,56.8061,95.7544,235.593,87.8541,95.609,220.603,103.852,87.4288,211.903,104.398,8.32732,220.925,44.956,59.6899,251.443,68.7527,91.9297,259.017,96.5085,99.7584,243.126,115.176,92.1151,232.349,114.677,2.75156,225.92,52.9907,43.15,257.774,79.2038,68.172,280.202,100.515,83.2645,278.746,120.146,82.38,266.454,124.652,-4.14891,225.385,63.8796,27.3703,259.544,90.2699,40.0826,282.215,107.398,48.556,291.318,118.873,55.3199,289.463,128.325,pick
07.18.45.845037,2.00427,1.915266,0.3066149,0.926466,0.0561281,-0.372169,0.939664,0.193362,-0.28221,0.191476,-0.604791,0.773023,-26.8997,32.1935,10.0614,41.1077,237.387,66.9936,-19.948,205.892,54.4609,13.3872,193.87,48.5567,13.3872,193.87,48.5567,56.5237,198.065,34.4523,84.9349,199.787,23.0393,97.4929,198.14,13.088,12.7597,214.326,37.3944,71.9435,241.179,56.757,95.5304,236.489,87.6355,95.6234,221.527,103.658,87.4542,212.81,104.156,7.86216,221.304,45.165,59.2037,251.987,68.7941,91.6635,260.245,96.0693,100.04,244.733,114.811,92.3804,233.956,114.27,2.29403,226.259,53.2204,42.6764,258.233,79.3126,67.672,280.701,100.518,83.0145,279.999,119.943,82.5456,267.832,124.801,-4.56204,225.716,64.1182,26.933,259.96,90.4273,39.7439,282.372,107.775,48.1585,291.614,119.159,54.9595,289.714,128.573,pick
07.18.45.859998,2.002949,1.914286,0.3127532,0.926195,0.0547135,-0.373053,0.938691,0.201543,-0.279712,0.196709,-0.608318,0.76893,-21.0933,34.9967,23.7036,40.762,237.972,67.3407,-20.2701,206.37,54.8881,13.0477,194.521,48.8152,13.0477,194.521,48.8152,56.1642,198.597,34.6216,84.564,200.275,23.1827,97.1411,198.673,13.2521,12.3119,214.99,37.7589,71.5336,241.874,56.9604,95.6583,237.719,87.4652,96.4187,222.975,103.655,88.3807,214.149,104.332,7.43683,221.918,45.6041,58.8297,252.593,69.1312,91.5808,261.605,95.7884,100.749,246.653,114.602,93.1963,235.786,114.204,1.89155,226.815,53.7011,42.335,258.744,79.7532,67.3941,281.02,100.984,83.0147,281.142,120.125,83.2838,269.275,125.615,-4.90379,226.234,64.6255,26.6486,260.412,90.951,39.5887,282.538,108.55,47.9708,291.874,119.876,54.8217,289.919,129.247,pick
07.18.45.875954,2.002983,1.912506,0.3170295,0.925608,0.0514349,-0.374971,0.937756,0.210956,-0.275882,0.201216,-0.613284,0.763803,-14.9746,35.6853,25.6071,40.5242,238.574,67.7396,-20.5621,207.002,55.3699,12.6976,195.277,49.1001,12.6976,195.277,49.1001,55.7778,199.121,34.7258,84.1619,200.699,23.2272,96.7726,199.144,13.3297,11.8749,215.765,38.1962,71.2209,242.511,57.2075,96.0267,238.817,87.1896,97.4854,224.312,103.531,89.6313,215.36,104.564,7.06005,222.67,46.0967,58.6048,253.181,69.5055,91.7046,262.493,95.6267,101.488,247.896,114.402,94.1064,236.907,114.295,1.56037,227.519,54.2518,42.1717,259.269,80.2604,67.4456,281.234,101.516,83.3017,281.733,120.409,84.2402,270.2,126.432,-5.15697,226.871,65.2371,26.5658,260.872,91.5878,39.6588,282.923,109.203,48.1409,292.21,120.525,55.0562,290.031,129.816,pick
07.18.45.891911,2.001212,1.90738,0.3205333,0.924937,0.0467384,-0.377235,0.936444,0.225576,-0.268677,0.205048,-0.617649,0.759253,-11.4054,47.1642,17.4803,40.3742,239.289,68.0296,-20.8421,207.835,55.8339,12.2763,196.201,49.4055,12.2763,196.201,49.4055,55.2776,199.684,34.7017,83.6422,201.117,23.1332,96.3501,199.634,13.3498,11.4061,216.697,38.614,70.983,243.158,57.2993,96.5251,239.809,86.6593,98.7462,225.635,103.178,91.1803,216.541,104.818,6.69136,223.612,46.5496,58.5132,253.842,69.7103,92.0377,263.174,95.2893,102.257,248.765,113.973,95.0541,237.669,114.253,1.26677,228.442,54.7664,42.1796,259.934,80.6166,67.7186,281.878,101.565,83.8478,282.704,120.192,85.2725,271.448,126.589,-5.34709,227.727,65.8487,26.6874,261.496,92.12,39.8856,283.812,109.38,48.5178,293.116,120.617,55.5172,290.743,129.818,pick
07.18.45.907876,2.001034,1.905899,0.3232819,0.923997,0.0433844,-0.379932,0.9353,0.234598,-0.264912,0.208048,-0.620972,0.755718,-10.2539,57.7078,11.9992,40.2853,239.79,68.1337,-20.9617,208.341,55.9943,12.1048,196.79,49.4372,12.1048,196.79,49.4372,55.0695,200.079,34.5651,83.4126,201.41,22.9109,96.1283,199.934,13.1284,11.1706,217.327,38.7599,70.8378,243.685,57.3026,96.6501,240.217,86.4011,99.2366,226.158,102.951,91.8782,216.975,104.949,6.51156,224.228,46.7254,58.4445,254.338,69.7927,92.1679,263.438,95.2415,102.281,248.725,113.765,95.0744,237.635,114.074,1.11862,229.016,54.9844,42.1546,260.381,80.7935,67.712,282.571,101.463,83.9758,283.639,119.947,85.8452,272.661,126.663,-5.44019,228.257,66.1085,26.7204,261.902,92.3864,39.9366,284.315,109.55,48.6442,293.567,120.801,55.6868,291.118,129.96,pick
07.18.45.923826,1.992335,1.894094,0.3307787,0.924058,0.0395143,-0.380204,0.932488,0.25135,-0.259403,0.214191,-0.623743,0.751709,-38.1343,68.4148,0.48325,39.7597,240.981,68.2765,-21.6999,209.681,56.6426,11.1348,198.165,49.8321,11.1348,198.165,49.8321,54.0368,201.143,34.7276,82.3747,202.354,23.068,95.1904,200.938,13.4178,10.151,218.731,39.2104,70.1697,244.752,57.0821,96.8757,241.704,85.3303,100.634,228.264,102.111,93.7727,218.952,104.965,5.65027,225.639,47.2484,58.0092,255.439,69.7474,92.2686,264.897,94.3313,102.754,250.293,112.735,95.5875,239.189,113.304,0.374001,230.429,55.5694,41.8767,261.532,80.946,67.6307,284.07,100.906,84.2571,285.954,118.953,86.5306,275.243,125.948,-6.03326,229.662,66.7916,26.6117,263.087,92.7506,39.9821,285.625,109.613,48.7481,295.07,120.639,55.9154,292.859,129.753,pick
07.18.45.938786,1.974648,1.877394,0.3488442,0.923816,0.0357217,-0.381166,0.929476,0.262166,-0.259506,0.22772,-0.626086,0.745761,-71.6713,97.929,-34.2445,38.664,242.633,67.8826,-22.9819,211.319,57.1264,9.62913,199.893,49.8586,9.62913,199.893,49.8586,52.4802,202.625,34.6101,80.7887,203.72,22.93,93.5946,202.291,13.2955,8.46298,220.524,39.2993,68.819,246.458,56.1306,96.821,243.76,83.0156,101.857,230.88,99.8283,95.4965,221.532,103.502,4.16626,227.366,47.4552,56.9521,257.071,69.0664,91.9743,266.753,92.4336,102.506,251.726,110.482,94.9975,240.838,110.923,-0.962619,232.121,55.8693,41.0229,263.125,80.5629,66.9098,286.384,99.3649,83.9967,289.066,116.828,86.3904,278.334,123.763,-7.15313,231.319,67.2051,25.9885,264.648,92.6523,39.6188,287.203,109.176,48.4478,296.898,119.857,55.8042,294.959,128.854,pick
07.18.45.952749,1.95954,1.86603,0.3749233,0.923866,0.0421348,-0.380389,0.926871,0.266352,-0.264512,0.250324,-0.636085,0.729887,-55.3562,121.104,-51.3888,37.5755,244.73,67.1138,-24.1137,213.182,57.1905,8.39057,202.078,49.1033,8.39057,202.078,49.1033,51.0642,204.823,33.4161,79.3478,206.113,21.7707,92.3917,205.032,12.4501,6.84849,222.87,38.9112,67.3898,249.017,54.7167,96.434,245.824,80.4159,101.549,232.411,96.7882,95.1286,223.102,100.449,2.74882,229.525,47.2721,55.8079,259.304,68.0969,91.6427,267.855,90.8017,100.358,250.396,107.703,92.0875,240.07,107.359,-2.23578,234.082,55.8762,40.0904,265.024,80.0606,66.3972,288.445,98.0864,83.9777,290.186,115.212,86.2405,279.08,121.604,-8.17009,233.048,67.3428,25.3152,266.232,92.529,39.4612,288.621,108.784,48.8703,297.629,119.538,56.4695,295.224,128.198,pick
07.18.45.969704,1.955225,1.86175,0.3856941,0.92512,0.0476861,-0.376669,0.926254,0.269445,-0.263541,0.261538,-0.644135,0.71881,-57.1302,155.932,-33.1116,37.0706,246.108,66.8212,-24.6791,214.545,57.2193,7.73421,203.618,48.689,7.73421,203.618,48.689,50.3028,206.386,32.7457,78.6112,207.845,21.2197,91.9067,207.063,12.2505,6.04762,224.517,38.7644,66.7203,250.642,54.0944,95.9332,246.6,79.5523,100.322,232.408,95.5217,93.4332,223.227,98.6684,2.04562,231.057,47.2474,55.2927,260.732,67.7375,91.4156,267.771,90.5899,98.6598,248.81,106.603,90.1095,238.744,105.935,-2.85222,235.493,55.9694,39.7037,266.261,79.9726,66.4982,289.217,97.9563,84.2662,289.625,115.024,86.2314,278.193,120.939,-8.63982,234.281,67.5233,25.0831,267.253,92.6705,39.5138,289.676,108.668,49.4348,297.949,119.595,57.0843,294.704,127.954,pick
07.18.45.984664,1.93804,1.848411,0.4122416,0.92422,0.0624635,-0.376718,0.924812,0.284345,-0.252725,0.286772,-0.655781,0.698364,-66.1392,197.291,-17.8537,35.9732,249.157,66.2579,-25.7939,217.29,57.4518,6.42025,206.811,48.0974,6.42025,206.811,48.0974,48.7146,209.92,31.5121,76.9866,211.831,19.9883,90.6229,211.638,11.5277,4.38375,227.874,38.6667,65.2626,254.198,52.7913,94.2324,247.977,78.2871,96.5993,232.13,93.2122,88.8204,223.305,95.2207,0.572831,234.207,47.3951,54.1481,263.919,66.9558,90.4894,267.237,90.4811,94.5483,245.755,104.415,85.4578,236.261,103.034,-4.13695,238.425,56.3417,38.8428,269.073,79.736,66.8813,290.234,98.2171,84.6969,287.305,115.108,85.8567,275.267,119.967,-9.64174,236.985,68.0135,24.5242,269.741,92.8434,39.9255,291.544,108.859,50.8626,298.128,120.038,58.538,293.439,127.688,pick
07.18.46.000621,1.919132,1.836467,0.4335808,0.921202,0.0721199,-0.382343,0.923193,0.297449,-0.243392,0.303839,-0.656293,0.690624,-68.8273,195.568,-51.8424,35.3798,250.842,65.811,-26.2523,218.475,57.6444,5.86289,208.338,47.93,5.86289,208.338,47.93,47.9243,211.764,30.8315,76.0982,213.969,19.138,89.8341,214.089,10.8483,3.5441,229.419,38.6522,64.4248,256.199,51.8829,93.2323,248.92,77.393,94.2911,232.27,91.6484,86.0769,223.709,93.0779,-0.173947,235.675,47.4773,53.466,265.758,66.2791,89.8179,266.864,90.0721,92.1611,244.402,102.865,82.7763,235.25,101.17,-4.77458,239.803,56.5326,38.3274,270.715,79.3471,67.0246,290.945,97.9896,84.7056,286.098,114.666,85.1522,273.723,118.791,-10.128,238.319,68.2469,24.1677,271.258,92.6519,40.2109,292.51,108.768,51.5247,298.611,119.861,59.2346,293.394,127.145,pick
07.18.46.014583,1.886401,1.817662,0.4751922,0.9125,0.0876098,-0.399585,0.917949,0.327952,-0.223197,0.338743,-0.658374,0.672159,-67.4768,176.741,-14.655,34.2254,254.314,65.5106,-26.9654,220.755,58.3974,4.97942,211.485,47.9409,4.97942,211.485,47.9409,46.5978,215.551,29.914,74.5113,218.231,17.6907,88.0967,218.631,9.1564,2.03742,232.573,39.1015,62.7555,260.433,50.7566,90.6076,249.981,76.4514,88.9093,231.973,89.0136,80.2901,223.707,89.8135,-1.5136,238.648,48.1219,52.079,269.592,65.6154,87.7982,265.23,90.1606,86.9264,241.379,100.494,77.1425,232.763,98.2592,-5.91876,242.571,57.3916,37.2539,274.078,79.2377,67.6905,290.387,99.2418,84.1005,280.268,115.02,83.0256,267.49,117.558,-10.9835,240.949,69.1817,23.3988,274.282,92.9207,40.8454,294.249,109.342,53.2209,298.118,120.433,60.6057,291.156,126.579,pick
07.18.46.029545,1.869679,1.803618,0.4951214,0.900196,0.0984,-0.424222,0.909941,0.358222,-0.209007,0.361663,-0.669764,0.648549,-107.955,187.044,39.9255,32.462,257.623,66.06,-28.6644,223.714,59.7227,2.95112,214.977,48.3447,2.95112,214.977,48.3447,44.2282,219.696,29.6317,71.8093,222.711,16.634,84.7228,223.143,7.05597,-0.35334,236.168,40.2305,60.546,264.122,50.6495,87.3893,250.502,76.0546,84.5092,231.848,87.4345,76.4067,223.155,88.7709,-3.66858,242.121,49.4053,50.2659,273.004,65.9306,85.1652,264.163,90.5399,84.2862,240,100.009,74.9028,230.901,98.1484,-7.77022,245.863,58.935,35.8749,277.165,80.1282,67.8842,288.244,101.562,82.9951,274.626,116.082,81.8901,261.794,118.267,-12.5826,244.104,70.7687,22.3231,277.145,94.1491,41.3684,295.304,111.136,54.5276,296.897,122.027,61.9129,289.403,127.541,pick
07.18.46.044504,1.872903,1.797679,0.4914662,0.883114,0.104737,-0.457318,0.898095,0.392133,-0.199141,0.371246,-0.693565,0.617369,-132.221,183.835,90.5674,30.1774,260.833,67.8162,-31.2843,227.439,61.8269,-0.161148,219.033,49.3918,-0.161148,219.033,49.3918,40.8177,224.28,30.0419,67.954,227.499,15.9894,79.8975,227.947,5.13345,-3.52416,240.429,42.2802,57.9359,267.414,51.9322,83.6589,250.742,76.7086,80.9872,231.712,87.4582,73.7873,222.418,89.5038,-6.56421,246.249,51.6185,48.1279,276.04,67.6499,82.5038,264.371,91.7866,83.5648,240.28,101.166,75.0552,230.34,99.8661,-10.2952,249.755,61.4384,34.24,279.923,82.4226,67.1385,285.612,104.81,82.084,270.984,118.489,81.7319,258.168,120.863,-14.874,247.792,73.3092,21.0025,279.719,96.7672,41.7394,295.542,114.37,55.3432,295.564,124.929,63.2381,288.627,130.45,pick
07.18.46.059463,1.890742,1.796834,0.4734582,0.864843,0.11381,-0.488972,0.888797,0.415464,-0.193466,0.372947,-0.727951,0.575325,-139.662,165.651,80.2886,27.9895,263.9,69.6707,-34.1479,231.759,63.8163,-3.62625,223.558,50.1403,-3.62625,223.558,50.1403,36.974,229.285,30.0139,63.6239,232.792,14.9464,74.86,233.552,3.29382,-6.84075,245.266,44.2424,55.4295,270.534,53.3331,81.2658,252.167,76.6787,80.5813,233.01,87.3864,74.2562,223.259,89.9101,-9.52407,250.786,53.8618,46.2179,278.708,69.6389,81.0187,266.017,92.4486,85.3491,242.514,102.048,78.4058,231.43,101.703,-12.8441,253.952,63.9783,32.8909,282.236,85.0058,66.2797,283.239,107.377,82.0024,268.854,120.293,82.6266,256.113,122.767,-17.1515,251.682,75.8923,20.036,281.789,99.7134,42.4981,294.714,117.813,56.4317,293.368,127.942,64.9799,287.378,133.596,pick
07.24.42.967042,1.875213,1.946794,1.279915,0.438165,0.894468,-0.0891005,0.580837,0.813526,-0.0283592,0.528027,-0.158077,-0.834385,-1.1794,0.628949,0.883512,-119.988,267.735,165.352,-159.193,211.339,158.298,-157.798,241.087,139.001,-157.798,241.087,139.001,-157.349,283.269,132.818,-144.559,309.378,130.217,-130.585,315.922,130.621,-159.502,244.151,159.773,-121.623,298.888,161.536,-94.7854,323.941,159.174,-78.3287,334.702,152.586,-69.3508,339.119,147.357,-151.801,240.148,166.961,-110.22,287.272,173.121,-79.3136,314.306,168.605,-60.5903,327.623,160.391,-51.233,333.253,154.447,-143.37,233.992,170.683,-101.18,270.606,180.366,-70.9405,292.851,172.835,-52.6138,304.102,162.698,-43.6211,308.795,155.656,-134.71,224.548,169.371,-93.1959,253.369,183.525,-68.9724,270.724,178.202,-56.4133,278.994,170.739,-48.821,283.584,163.622,pick
07.24.42.983997,1.875448,1.94705,1.280264,0.439089,0.894025,-0.0889954,0.581381,0.813134,-0.0284324,0.528022,-0.157874,-0.834427,-0.483085,-0.924227,3.12255,-119.993,267.727,165.378,-159.203,211.337,158.314,-157.801,241.084,139.023,-157.801,241.084,139.023,-157.351,283.267,132.84,-144.535,309.361,130.242,-130.547,315.876,130.649,-159.506,244.145,159.795,-121.628,298.881,161.571,-94.7942,323.939,159.222,-78.338,334.7,152.636,-69.3608,339.114,147.404,-151.805,240.139,166.982,-110.225,287.262,173.152,-79.3191,314.297,168.644,-60.5965,327.613,160.43,-51.2413,333.238,154.478,-143.374,233.983,170.701,-101.184,270.594,180.393,-70.9436,292.839,172.873,-52.6189,304.085,162.728,-43.6303,308.771,155.677,-134.715,224.539,169.388,-93.2001,253.356,183.549,-68.9726,270.705,178.229,-56.4158,278.969,170.756,-48.829,283.553,163.63,pick
07.24.42.999956,1.875727,1.947078,1.281181,0.439793,0.893708,-0.0887006,0.581902,0.812746,-0.0288659,0.527161,-0.157091,-0.835119,-1.74285,3.64068,-0.0824177,-120.031,267.764,165.415,-159.258,211.387,158.341,-157.868,241.15,139.072,-157.868,241.15,139.072,-157.438,283.336,132.918,-144.602,309.421,130.329,-130.6,315.905,130.732,-159.552,244.191,159.849,-121.667,298.922,161.64,-94.8419,323.988,159.291,-78.3946,334.757,152.697,-69.4238,339.176,147.459,-151.844,240.177,167.023,-110.253,287.29,173.198,-79.3531,314.332,168.701,-60.6384,327.655,160.481,-51.2906,333.279,154.518,-143.41,234.016,170.728,-101.206,270.615,180.413,-70.9689,292.866,172.905,-52.652,304.117,162.753,-43.673,308.801,155.69,-134.752,224.573,169.397,-93.2208,253.372,183.544,-68.9849,270.711,178.23,-56.431,278.972,170.751,-48.8571,283.55,163.607,pick
07.24.43.016909,1.875932,1.947018,1.281991,0.439963,0.893652,-0.0884225,0.581104,0.813358,-0.0276931,0.526291,-0.156367,-0.835803,-1.60464,-0.561914,2.07556,-120.085,267.778,165.428,-159.316,211.407,158.332,-157.951,241.192,139.1,-157.951,241.192,139.1,-157.56,283.383,132.977,-144.719,309.466,130.396,-130.707,315.928,130.792,-159.615,244.214,159.88,-121.723,298.94,161.684,-94.8875,323.992,159.306,-78.4444,334.755,152.692,-69.4794,339.169,147.441,-151.9,240.194,167.043,-110.298,287.297,173.219,-79.3983,314.338,168.722,-60.6895,327.661,160.491,-51.3478,333.286,154.519,-143.462,234.028,170.733,-101.245,270.613,180.41,-71.0047,292.857,172.894,-52.6932,304.107,162.732,-43.7212,308.791,155.659,-134.807,224.585,169.385,-93.2584,253.367,183.516,-69.0156,270.698,178.209,-56.4636,278.959,170.727,-48.8946,283.539,163.58,pick
07.24.43.031870,1.875995,1.946791,1.281907,0.439698,0.893826,-0.0879877,0.580948,0.813481,-0.0273533,0.525916,-0.156304,-0.836051,-6.35585,4.83693,3.13808,-120.14,267.82,165.455,-159.388,211.46,158.356,-158.025,241.253,139.137,-158.025,241.253,139.137,-157.66,283.447,133.039,-144.827,309.535,130.471,-130.814,315.995,130.868,-159.68,244.27,159.917,-121.77,298.984,161.72,-94.9239,324.023,159.327,-78.4798,334.779,152.704,-69.5159,339.19,147.448,-151.963,240.245,167.075,-110.344,287.334,173.248,-79.4364,314.365,168.746,-60.726,327.684,160.511,-51.3839,333.309,154.54,-143.526,234.076,170.76,-101.294,270.645,180.43,-71.0467,292.876,172.903,-52.7347,304.121,162.736,-43.7636,308.803,155.661,-134.874,224.63,169.406,-93.3112,253.396,183.529,-69.0664,270.723,178.22,-56.5151,278.984,170.736,-48.948,283.564,163.587,pick
07.24.43.047827,1.876089,1.946071,1.280796,0.439893,0.893787,-0.0874051,0.578822,0.815036,-0.0261144,0.525443,-0.156799,-0.836256,-6.48904,7.4356,3.92397,-120.282,267.917,165.556,-159.564,211.58,158.451,-158.203,241.393,139.252,-158.203,241.393,139.252,-157.84,283.592,133.186,-145.001,309.679,130.635,-130.985,316.131,131.035,-159.849,244.411,160.028,-121.878,299.082,161.824,-94.9639,324.04,159.347,-78.5021,334.751,152.691,-69.5346,339.133,147.416,-152.135,240.377,167.185,-110.462,287.419,173.347,-79.5102,314.391,168.788,-60.7856,327.669,160.515,-51.4404,333.273,154.529,-143.704,234.198,170.866,-101.428,270.719,180.524,-71.1509,292.883,172.914,-52.8343,304.086,162.707,-43.866,308.745,155.612,-135.063,224.743,169.507,-93.4631,253.461,183.617,-69.2117,270.773,178.287,-56.659,279.027,170.797,-49.0888,283.606,163.65,pick
07.24.43.063293,1.87645,1.946333,1.281165,0.439533,0.893999,-0.0870434,0.579366,0.814596,-0.0277294,0.52534,-0.156557,-0.836365,-2.48267,1.52868,2.95106,-120.346,267.97,165.603,-159.643,211.644,158.498,-158.273,241.463,139.293,-158.273,241.463,139.293,-157.9,283.666,133.249,-145.072,309.759,130.708,-131.063,316.228,131.107,-159.917,244.472,160.069,-121.937,299.137,161.882,-94.9879,324.054,159.353,-78.5186,334.742,152.677,-69.5507,339.109,147.389,-152.203,240.435,167.224,-110.522,287.467,173.402,-79.5541,314.422,168.829,-60.8242,327.688,160.547,-51.4783,333.285,154.554,-143.773,234.253,170.902,-101.49,270.764,180.571,-71.2014,292.901,172.92,-52.8837,304.09,162.698,-43.9173,308.742,155.595,-135.133,224.797,169.537,-93.5274,253.503,183.655,-69.2763,270.816,178.321,-56.7246,279.071,170.83,-49.1546,283.654,163.684,pick
07.24.43.079250,1.876445,1.946259,1.281275,0.439286,0.894107,-0.0871817,0.579406,0.814567,-0.0277451,0.525137,-0.156434,-0.836517,-5.18399,0.14511,0.686993,-120.391,267.971,165.609,-159.692,211.647,158.504,-158.325,241.47,139.304,-158.325,241.47,139.304,-157.957,283.673,133.261,-145.135,309.769,130.717,-131.13,316.245,131.11,-159.963,244.475,160.08,-121.982,299.139,161.894,-95.022,324.043,159.345,-78.5513,334.723,152.658,-69.5843,339.083,147.363,-152.249,240.437,167.234,-110.565,287.467,173.409,-79.59,314.416,168.839,-60.8573,327.68,160.559,-51.5111,333.274,154.563,-143.817,234.254,170.908,-101.531,270.762,180.573,-71.2374,292.887,172.904,-52.9198,304.071,162.674,-43.9549,308.719,155.566,-135.179,224.798,169.54,-93.5685,253.501,183.652,-69.3174,270.815,178.318,-56.7665,279.072,170.826,-49.1952,283.658,163.683,pick
07.24.43.095208,1.876822,1.947312,1.283091,0.437956,0.894803,-0.0867315,0.581298,0.813183,-0.0287378,0.525295,-0.155443,-0.836602,-0.137277,-2.32848,1.2922,-120.413,267.955,165.626,-159.686,211.617,158.503,-158.322,241.435,139.303,-158.322,241.435,139.303,-157.969,283.642,133.287,-145.186,309.76,130.755,-131.199,316.275,131.148,-159.961,244.425,160.083,-122.032,299.123,161.929,-95.0807,324.039,159.378,-78.6154,334.731,152.694,-69.6508,339.1,147.4,-152.244,240.39,167.236,-110.605,287.457,173.439,-79.651,314.436,168.892,-60.9279,327.72,160.617,-51.5848,333.329,154.628,-143.806,234.214,170.906,-101.555,270.757,180.593,-71.2776,292.907,172.926,-52.969,304.109,162.697,-44.0075,308.769,155.592,-135.159,224.767,169.532,-93.576,253.501,183.662,-69.3419,270.847,178.348,-56.7995,279.122,170.86,-49.2306,283.722,163.723,pick
07.24.43.112163,1.87727,1.949179,1.287388,0.436045,0.895768,-0.0863949,0.583481,0.811521,-0.0313434,0.524924,-0.152883,-0.837306,-2.97281,-3.3886,-5.3977,-120.466,267.903,165.566,-159.658,211.513,158.419,-158.341,241.339,139.227,-158.341,241.339,139.227,-158.047,283.553,133.252,-145.32,309.7,130.73,-131.351,316.258,131.111,-159.965,244.29,160.019,-122.16,299.073,161.92,-95.2927,324.09,159.448,-78.8615,334.864,152.806,-69.9091,339.281,147.53,-152.232,240.262,167.158,-110.696,287.415,173.401,-79.8169,314.496,168.928,-61.1292,327.855,160.689,-51.8008,333.505,154.713,-143.777,234.099,170.812,-101.601,270.724,180.521,-71.3783,292.972,172.91,-53.0961,304.247,162.709,-44.1473,308.944,155.61,-135.108,224.675,169.415,-93.5798,253.482,183.555,-69.3847,270.899,178.286,-56.8601,279.222,170.817,-49.3013,283.857,163.69,pick
